Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU1866,33.77629675,6,267,4838.704506,Non-binary,4,14,22,4,Carrier A,2.872112772,Supplier 1,Chennai,15,518,12,12.23455553,Pending,2.942169567,Air,Route B,142.1252883
cosmetics,SKU1867,43.68487634,114,631,6437.521434,Male,63,17,56,7,Carrier C,9.507878391,Supplier 4,Kolkata,18,173,9,34.35230202,Fail,1.337014,Air,Route A,382.7685205
skincare,SKU1868,105.9356392,61,459,4081.21181,Unknown,73,18,49,9,Carrier A,6.945457799,Supplier 1,Mumbai,10,937,12,99.34149393,Pending,0.763111232,Road,Route A,594.833418
haircare,SKU1869,74.65024019,59,840,2536.907203,Female,47,4,81,5,Carrier B,5.669259354,Supplier 2,Chennai,21,1176,10,66.3063151,Fail,1.97023121,Rail,Route B,763.7538678
haircare,SKU1870,89.99762926,100,1160,2480.088924,Male,20,15,34,5,Carrier C,3.721064848,Supplier 4,Kolkata,17,514,17,50.81662045,Fail,2.290658305,Road,Route B,765.8457707
skincare,SKU1871,89.21188239,56,501,4541.299452,Unknown,74,16,46,3,Carrier B,7.03249855,Supplier 1,Chennai,11,218,7,60.24757521,Pending,3.576145787,Air,Route A,288.9723389
cosmetics,SKU1872,29.5962731,27,452,2444.944687,Female,15,10,31,4,Carrier A,6.806044238,Supplier 2,Kolkata,32,985,20,63.16012414,Fail,1.303069538,Air,Route A,365.6349877
cosmetics,SKU1873,35.95810042,3,608,6197.663018,Female,57,3,66,9,Carrier B,2.971797795,Supplier 5,Chennai,16,370,0,42.51316332,Pass,0.948681955,Road,Route B,44.47526119
haircare,SKU1874,2.835394678,70,369,3883.062007,Male,84,21,86,2,Carrier C,6.01197533,Supplier 1,Kolkata,19,593,5,42.03133844,Pending,2.110246305,Rail,Route A,375.4822985
haircare,SKU1875,70.23302845,1,686,136.3843217,Unknown,4,11,39,1,Carrier C,4.443549165,Supplier 1,Mumbai,9,824,1,2.542190132,Pass,2.977272118,Road,Route A,415.551877
skincare,SKU1876,12.27505365,53,351,7164.265448,Female,72,27,79,8,Carrier B,5.623362306,Supplier 5,Bangalore,11,273,28,8.483459687,Fail,2.264279327,Rail,Route B,187.4824667
skincare,SKU1877,87.24915806,48,314,960.4464175,Female,68,22,38,6,Carrier B,8.368296005,Supplier 3,Chennai,14,345,2,91.23024766,Pending,3.299435274,Sea,Route B,716.3358015
haircare,SKU1878,3.826281431,70,672,7746.706019,Female,55,34,76,6,Carrier A,8.699469758,Supplier 2,Mumbai,6,796,12,15.49960081,Fail,2.159254958,Rail,Route A,968.7004826
skincare,SKU1879,49.77024801,34,109,7154.750222,Unknown,23,20,92,7,Carrier B,8.990704293,Supplier 1,Mumbai,25,374,24,52.89532629,Pass,0.347020009,Rail,Route B,374.091847
cosmetics,SKU1880,50.0829832,72,870,1910.231147,Unknown,36,18,70,8,Carrier B,3.54406451,Supplier 2,Chennai,5,374,16,51.96025972,Fail,1.69299121,Rail,Route A,1005.548666
skincare,SKU1881,53.52719556,18,549,4993.828041,Non-binary,70,13,68,3,Carrier B,8.078647163,Supplier 5,Kolkata,26,124,17,124.0233043,Fail,3.18298515,Air,Route B,262.6200484
skincare,SKU1882,119.1149489,49,306,7357.907094,Male,59,8,32,8,Carrier C,6.847233007,Supplier 1,Bangalore,11,641,15,42.16353098,Pass,2.752319558,Sea,Route C,429.5874254
cosmetics,SKU1883,85.8816033,46,329,11656.08506,Female,55,6,73,6,Carrier A,4.051161949,Supplier 4,Delhi,22,458,6,44.03592089,Pending,0.334078498,Rail,Route B,842.3666257
skincare,SKU1884,37.16776715,74,1015,3463.879567,Unknown,66,12,43,3,Carrier B,2.111101914,Supplier 2,Kolkata,6,508,15,74.32400265,Pass,0.957168461,Air,Route A,318.546445
haircare,SKU1885,75.35819084,48,809,9353.2145,Male,48,16,58,5,Carrier B,4.22982756,Supplier 1,Bangalore,13,540,29,25.00099047,Fail,2.935534675,Sea,Route C,932.0551721
haircare,SKU1886,2.709430238,36,884,13935.87974,Non-binary,71,15,50,2,Carrier C,2.369332607,Supplier 1,Delhi,10,439,23,89.46772485,Fail,0.845738414,Air,Route B,71.77838191
skincare,SKU1887,52.1808429,48,175,8548.078337,Unknown,66,6,19,3,Carrier C,5.745018566,Supplier 2,Chennai,11,919,23,34.77940332,Fail,2.059251966,Rail,Route A,881.6323153
skincare,SKU1888,16.4319746,76,140,7187.62229,Female,27,19,30,6,Carrier C,2.685839,Supplier 1,Bangalore,12,1001,19,12.40761487,Pending,2.093526317,Road,Route A,416.5847706
skincare,SKU1889,38.1878421,46,309,6204.932026,Male,1,6,46,6,Carrier B,4.082455093,Supplier 1,Kolkata,20,485,12,93.8810064,Fail,1.076015544,Road,Route A,857.3629407
skincare,SKU1890,31.17158897,38,151,8266.243579,Non-binary,32,14,31,4,Carrier A,7.684406314,Supplier 1,Bangalore,6,505,17,42.25352413,Fail,3.034179415,Air,Route B,115.6130408
haircare,SKU1891,31.58537383,59,824,1128.77439,Non-binary,0,24,104,5,Carrier B,9.152305305,Supplier 1,Bangalore,5,895,16,73.35011543,Pending,5.303781078,Road,Route B,198.5403691
skincare,SKU1892,36.17934895,34,581,8261.515349,Male,27,11,57,10,Carrier B,3.654369365,Supplier 2,Chennai,16,702,13,55.99944323,Fail,4.393623684,Air,Route B,962.6085058
haircare,SKU1893,78.64064797,11,119,8856.800007,Unknown,56,12,15,0,Carrier A,3.283422404,Supplier 4,Kolkata,11,705,26,41.34963177,Fail,2.650516655,Air,Route A,528.4117984
cosmetics,SKU1894,85.77344997,26,372,3488.283613,Unknown,14,18,45,5,Carrier A,3.690416806,Supplier 5,Chennai,9,678,15,61.92619197,Pending,4.582650753,Sea,Route C,426.3068217
skincare,SKU1895,40.28485275,43,859,5527.780399,Non-binary,6,12,48,8,Carrier C,8.501004842,Supplier 1,Chennai,30,777,2,41.76623351,Fail,2.597483111,Air,Route C,281.740797
skincare,SKU1896,37.09098541,,519,7330.303604,Male,26,36,76,8,Carrier A,6.409625544,Supplier 5,Bangalore,17,353,16,26.51205391,Pass,3.337200123,Air,Route B,642.1493335
skincare,SKU1897,58.04661894,55,358,7548.224878,Male,6,15,79,5,Carrier C,2.322531103,Supplier 3,Bangalore,26,481,8,29.04276757,Pass,2.224723389,Rail,Route B,848.4963021
haircare,SKU1898,35.30516436,44,93,9621.918599,Female,48,10,99,3,Carrier A,7.526364841,Supplier 2,Chennai,12,389,14,21.45357783,Pending,3.834005816,Rail,Route A,632.9967665
cosmetics,SKU1899,24.69506781,37,533,7640.603561,Non-binary,10,1,53,2,Carrier C,5.293131361,Supplier 1,Mumbai,9,250,19,32.46601151,Fail,1.382550179,Air,Route B,755.0571977
haircare,SKU1900,96.48467041,77,11,8202.264424,Unknown,64,18,42,2,Carrier C,5.735812922,Supplier 1,Kolkata,11,600,29,55.49294378,Fail,1.917414761,Road,Route B,350.3324854
skincare,SKU1901,71.3970447,112,567,6502.157512,Female,56,11,28,3,Carrier C,1.695512357,Supplier 4,Kolkata,32,527,8,1.585304214,Pass,4.202955061,Rail,Route A,454.3365724
skincare,SKU1902,23.35848662,62,709,7299.468902,Unknown,48,18,63,1,Carrier C,8.672035212,Supplier 1,Delhi,19,263,17,52.96046482,Pending,2.275353118,Rail,Route C,727.8378129
cosmetics,SKU1903,50.45683593,28,68,2992.021025,Unknown,70,17,34,6,Carrier B,5.72999175,Supplier 2,Kolkata,19,213,20,45.31772273,Pending,1.409066695,Rail,Route B,733.0553001
skincare,SKU1904,1.128953329,79,53,9085.915718,Non-binary,39,22,82,3,Carrier C,7.476270343,Supplier 3,Bangalore,26,836,12,5.795967934,Fail,2.166567657,Rail,Route B,166.7047717
skincare,SKU1905,47.91609753,34,11,3135.080269,Male,8,3,40,5,Carrier C,7.217408664,Supplier 3,Chennai,7,811,12,11.14684197,Pending,2.257804339,Air,Route B,98.64237848
cosmetics,SKU1906,69.72450901,148,601,7415.979605,Unknown,40,28,56,6,Carrier C,6.615075128,Supplier 2,Chennai,17,345,13,37.56911183,Pending,2.097299761,Sea,Route C,518.991548
cosmetics,SKU1907,73.25954991,19,405,5567.962816,Non-binary,41,17,52,6,Carrier B,7.450931802,Supplier 2,Mumbai,5,434,34,20.16169691,Pending,0.751614987,Rail,Route B,701.0682958
cosmetics,SKU1908,85.30312082,71,17,7935.485097,Female,10,0,13,8,Carrier C,1.79951098,Supplier 1,Kolkata,16,1024,28,59.2992604,Fail,4.008544449,Rail,Route C,578.5017665
skincare,SKU1909,90.00558494,31,403,7042.742746,Female,50,6,79,7,Carrier A,6.251793304,Supplier 3,Kolkata,24,433,7,89.37876758,Fail,0.464383874,Road,Route A,1143.20645
haircare,SKU1910,61.84934858,58,598,8542.367893,Female,31,14,75,10,Carrier B,4.415216603,Supplier 5,Chennai,8,804,26,50.84086044,Fail,1.566100215,Road,Route B,628.6260545
haircare,SKU1911,22.19063269,40,432,4246.277312,Non-binary,31,20,109,8,Carrier B,5.770368702,Supplier 2,Kolkata,5,534,21,1.328100332,Pending,5.531930514,Sea,Route B,345.1101127
skincare,SKU1912,33.62429252,60,510,1239.243157,Non-binary,68,13,2,4,Carrier A,7.706421811,Supplier 1,Mumbai,25,827,2,98.4897395,Fail,5.385911688,Rail,Route A,1061.628465
haircare,SKU1913,130.9243554,65,1073,3726.982026,Male,56,15,17,3,Carrier B,7.077412592,Supplier 2,Kolkata,19,911,29,73.26830631,Fail,1.386290259,Rail,Route A,828.2391645
cosmetics,SKU1914,63.06266122,88,584,4782.926307,Unknown,42,12,65,5,Carrier A,7.188561942,Supplier 1,Delhi,13,634,12,27.97791527,Fail,2.535179706,Rail,Route A,593.2624152
haircare,SKU1915,8.525086588,34,813,4124.064786,Male,53,12,6,5,Carrier C,5.008107492,Supplier 3,Mumbai,20,602,15,72.6660001,Fail,3.357171615,Sea,Route B,654.459676
haircare,SKU1916,27.47103739,5,79,9683.049728,Female,73,15,5,7,Carrier B,4.249271178,Supplier 5,Bangalore,32,398,25,58.8801339,Fail,2.697052472,Rail,Route B,460.7272694
haircare,SKU1917,71.98768523,57,67,3476.370018,Non-binary,79,5,57,8,Carrier B,6.46539633,Supplier 1,Bangalore,9,375,5,43.6752461,Pending,2.630243317,Air,Route A,788.1903482
cosmetics,SKU1918,30.59712527,33,121,7304.816324,Non-binary,25,28,10,8,Carrier A,1.400000809,Supplier 1,Mumbai,19,656,22,121.1238529,Fail,2.04314369,Rail,Route A,1002.940302
cosmetics,SKU1919,95.58744568,5,810,5836.828832,Non-binary,5,17,28,4,Carrier B,5.56264511,Supplier 3,Delhi,10,668,11,53.99405354,Fail,0.160371154,Air,Route C,786.3820853
skincare,SKU1920,54.80667498,52,410,6963.134263,Unknown,51,18,37,8,Carrier A,6.423821731,Supplier 5,Kolkata,31,327,21,27.55595851,Pass,3.098375728,Rail,Route B,738.7418915
cosmetics,SKU1921,65.55207938,107,523,5164.64352,Female,55,15,62,6,Carrier C,3.108419536,Supplier 1,Kolkata,3,492,6,40.60282284,Pending,6.329261572,Road,Route C,347.0658866
haircare,SKU1922,39.38112995,71,322,5892.186964,Unknown,47,13,94,4,Carrier A,6.453061315,Supplier 5,Kolkata,21,536,27,44.31385899,Pending,1.701636179,Rail,Route C,441.6288546
haircare,SKU1923,68.24152552,19,1157,7590.272024,Female,20,11,40,7,Carrier B,9.917611226,Supplier 5,Mumbai,22,236,6,59.20377503,Fail,4.377085211,Road,Route A,784.9009435
haircare,SKU1924,109.816056,67,397,6243.92557,Unknown,77,12,51,5,Carrier C,7.038544991,Supplier 2,Kolkata,20,372,23,61.08438128,Pending,1.683840019,Air,Route B,952.2481375
skincare,SKU1925,81.46060497,51,599,6470.947646,Male,77,12,48,1,Carrier A,2.308565425,Supplier 2,Chennai,42,238,24,0.883054966,Pending,0.129759415,Road,Route A,296.3694108
cosmetics,SKU1926,25.72135981,0,317,7189.659181,Unknown,54,26,27,4,Carrier C,4.893363266,Supplier 4,Kolkata,24,53,25,9.86561529,Pending,1.581419275,Air,Route B,652.8976521
cosmetics,SKU1927,88.94007942,18,228,9145.146251,Unknown,75,30,50,7,Carrier A,6.619965855,Supplier 5,Mumbai,24,603,16,63.16856476,Pass,4.344355093,Sea,Route B,605.2941896
skincare,SKU1928,57.66081694,22,669,2899.399636,Unknown,19,21,62,12,Carrier B,3.397728126,Supplier 3,Mumbai,10,615,10,21.30977256,Pending,3.990689748,Air,Route B,588.1634388
haircare,SKU1929,29.95847452,48,820,2185.329828,Non-binary,15,30,33,5,Carrier A,5.236107724,Supplier 5,Mumbai,8,1002,6,58.59774378,Fail,2.995985568,Road,Route B,918.4458492
haircare,SKU1930,47.87840057,52,20,3800.940327,Male,74,4,32,2,Carrier B,6.693833168,Supplier 5,Chennai,12,470,7,92.46131939,Fail,0.636497884,Air,Route B,308.0514587
haircare,SKU1931,15.66072791,42,222,4314.771927,Unknown,57,32,22,8,Carrier C,5.977461306,Supplier 2,Chennai,36,786,8,32.97471023,Fail,0.553205381,Sea,Route B,368.6087034
haircare,SKU1932,21.87335933,23,167,5271.543409,Unknown,26,18,30,5,Carrier C,3.808929767,Supplier 3,Chennai,14,591,13,53.67573037,Fail,2.749513919,Rail,Route C,345.926289
cosmetics,SKU1933,1.108447873,88,537,3744.037168,Female,34,3,76,5,Carrier B,4.819696133,Supplier 1,Mumbai,4,685,17,49.20682186,Fail,3.010152339,Rail,Route B,180.6220357
skincare,SKU1934,28.71628487,61,376,7721.619985,Male,87,15,106,6,Carrier A,6.195000959,Supplier 3,Chennai,32,615,25,71.09965986,Pending,4.870680889,Rail,Route B,409.6346546
skincare,SKU1935,129.7388935,23,57,1782.898725,Male,2,4,86,4,Carrier A,6.738974867,Supplier 3,Chennai,4,372,16,78.04603691,Pass,0.082227161,Rail,Route B,855.8492549
haircare,SKU1936,72.53301736,26,492,4899.69331,Female,28,12,71,10,Carrier C,2.391880358,Supplier 4,Kolkata,17,119,8,63.05433962,Pass,2.760484392,Air,Route B,566.8280061
skincare,SKU1937,24.96209192,44,249,9567.662708,Male,62,19,78,3,Carrier B,6.684058885,Supplier 2,Bangalore,19,549,15,50.73790098,Pass,3.421457447,Rail,Route C,48.23530262
cosmetics,SKU1938,83.38608647,63,473,7989.815231,Unknown,20,12,20,6,Carrier C,7.725167315,Supplier 3,Chennai,22,632,11,51.61117641,Fail,2.613470388,Air,Route C,554.5468847
haircare,SKU1939,21.06005179,15,574,7570.122953,Female,38,19,43,7,Carrier B,5.221570668,Supplier 4,Chennai,3,374,3,23.16471875,Pending,1.713044202,Air,Route B,398.0778661
haircare,SKU1940,23.42843067,58,123,3885.651783,Unknown,7,22,58,6,Carrier B,6.292417336,Supplier 3,Mumbai,15,588,6,39.30119162,Fail,4.209775321,Rail,Route A,796.6057195
haircare,SKU1941,78.95519042,54,94,4861.380469,Female,32,17,34,4,Carrier A,5.111907079,Supplier 3,Kolkata,2,858,1,23.60198607,Pending,3.021441837,Road,Route B,303.4004064
skincare,SKU1942,67.1127869,78,384,5555.063149,Male,71,18,51,3,Carrier B,5.106795377,Supplier 2,Kolkata,16,308,21,46.56384939,Fail,2.64840068,Road,Route A,186.4740361
skincare,SKU1943,79.05317954,,820,11401.45717,Male,24,22,38,4,Carrier B,4.848330802,Supplier 1,Kolkata,17,800,9,38.49650073,Pass,3.877036066,Rail,Route B,916.4776969
skincare,SKU1944,56.75841727,54,554,5922.758851,Male,71,7,14,1,Carrier B,4.48414919,Supplier 1,Mumbai,25,525,22,41.25040645,Fail,1.491643442,Road,Route A,660.2808114
skincare,SKU1945,60.9170784,75,271,9094.776325,Male,12,23,31,5,Carrier C,4.313905858,Supplier 2,Chennai,17,572,11,41.05433241,Pending,3.760396315,Air,Route C,879.8173211
cosmetics,SKU1946,52.47521447,43,182,9840.361921,Non-binary,39,9,26,3,Carrier B,6.934389718,Supplier 2,Chennai,5,492,14,4.42018676,Pending,1.979307676,Air,Route A,553.6519833
skincare,SKU1947,44.05762673,44,610,622.9727589,Non-binary,61,8,48,8,Carrier C,6.726129593,Supplier 1,Bangalore,10,975,1,47.12389647,Pending,4.387582359,Road,Route A,1212.999098
skincare,SKU1948,60.83896814,27,299,5462.96099,Non-binary,59,2,49,8,Carrier A,5.920479397,Supplier 1,Delhi,13,387,16,41.38483643,Fail,2.527506044,Air,Route C,584.7772818
cosmetics,SKU1949,73.3406732,83,864,13796.40062,Male,4,11,34,9,Carrier B,9.173226321,Supplier 2,Mumbai,3,430,8,23.34366041,Fail,3.078238336,Rail,Route A,673.5724337
skincare,SKU1950,59.15968277,39,1054,181.377227,Male,84,12,78,5,Carrier C,7.102397308,Supplier 1,Mumbai,3,562,21,34.36113033,Pass,0.660512714,Road,Route B,564.2640231
haircare,SKU1951,86.48628153,63,660,6265.55408,Unknown,21,15,5,3,Carrier C,5.227981158,Supplier 1,Chennai,25,732,1,120.2457231,Pending,3.932386863,Rail,Route A,483.8766474
haircare,SKU1952,13.5941682,8,460,7307.540303,Non-binary,92,20,106,8,Carrier B,1.742086052,Supplier 1,Kolkata,32,417,23,19.27014944,Fail,0.62056839,Sea,Route B,202.1746638
skincare,SKU1953,42.96306435,16,431,8612.738828,Unknown,18,35,14,4,Carrier A,6.717567579,Supplier 4,Kolkata,26,576,16,20.78430308,Fail,0.305579613,Air,Route A,510.6853312
skincare,SKU1954,77.71669237,30,167,1853.563513,Unknown,64,18,61,2,Carrier B,8.946455911,Supplier 3,Mumbai,4,421,17,61.1714101,Pending,0.632972707,Sea,Route C,325.6877089
haircare,SKU1955,56.87569167,71,694,5999.63149,Unknown,63,20,38,7,Carrier B,9.845478083,Supplier 2,Mumbai,11,566,5,66.01800798,Pass,1.245417348,Road,Route C,320.386118
skincare,SKU1956,31.38001366,94,152,3023.662321,Non-binary,15,8,11,3,Carrier B,1.590618071,Supplier 1,Chennai,23,293,7,83.25769352,Pass,0.218467197,Road,Route C,831.1993442
haircare,SKU1957,3.681626986,43,181,635.9485964,Non-binary,26,13,80,3,Carrier B,8.9273467,Supplier 3,Mumbai,20,680,14,8.489094726,Pending,2.656801579,Air,Route B,629.5829438
skincare,SKU1958,64.89143159,35,421,6164.312638,Non-binary,11,4,91,8,Carrier B,6.239318738,Supplier 3,Chennai,21,763,1,48.59147966,Pending,3.165375851,Road,Route C,327.2217023
skincare,SKU1959,74.72718667,129,504,4869.336057,Male,4,19,70,9,Carrier B,8.123285254,Supplier 1,Chennai,9,714,14,63.99552708,Fail,0.87087055,Rail,Route B,953.3245678
skincare,SKU1960,36.21034462,51,557,2768.911899,Female,51,33,75,7,Carrier A,4.831850157,Supplier 4,Chennai,22,464,10,46.03832354,Pass,2.696707297,Road,Route B,334.1880954
haircare,SKU1961,33.25542825,26,1107,12650.89241,Female,12,14,26,3,Carrier A,4.57284807,Supplier 1,Delhi,5,139,12,76.43777498,Fail,2.942268768,Road,Route B,980.6026579
cosmetics,SKU1962,87.48344853,35,345,5281.61474,Female,76,16,49,8,Carrier C,1.718766439,Supplier 2,Chennai,10,486,23,49.78273093,Pass,3.536682779,Rail,Route A,263.3643122
cosmetics,SKU1963,78.26516636,19,453,7640.938355,Female,0,14,99,5,Carrier A,2.277674601,Supplier 2,Chennai,12,669,24,2.408317797,Pending,2.278722373,Rail,Route A,772.5364886
haircare,SKU1964,25.68562839,49,131,349.9764794,Unknown,86,18,41,5,Carrier B,2.57917656,Supplier 4,Mumbai,13,499,16,126.3869187,Pending,0.215854975,Road,Route B,295.3661284
skincare,SKU1965,17.59757411,103,451,6163.295633,Unknown,42,3,0,3,Carrier C,2.848996934,Supplier 2,Kolkata,5,451,17,65.66324712,Pending,5.031460452,Road,Route C,1073.36599
cosmetics,SKU1966,31.94585315,55,18,5771.309621,Male,20,14,95,2,Carrier B,0.19766514,Supplier 2,Mumbai,27,91,15,5.86019286,Pending,3.675660185,Sea,Route A,986.0508671
cosmetics,SKU1967,35.03429454,85,520,6261.499532,Female,74,22,56,1,Carrier A,7.425897532,Supplier 4,Delhi,26,646,28,69.45235574,Fail,4.121063892,Road,Route C,542.3944505
haircare,SKU1968,41.12382044,30,311,8305.88538,Male,56,1,20,2,Carrier A,4.061390556,Supplier 5,Delhi,7,632,2,53.05792733,Pending,3.729260082,Rail,Route A,543.2141119
haircare,SKU1969,49.00787003,72,383,6390.084921,Non-binary,36,28,86,3,Carrier C,2.245684653,Supplier 1,Mumbai,19,285,32,84.75897443,Pass,2.123699486,Sea,Route A,493.9805275
haircare,SKU1970,62.99710379,35,282,9640.294216,Unknown,30,13,54,4,Carrier A,5.437406039,Supplier 2,Kolkata,27,610,11,22.46460821,Pass,4.481188752,Road,Route C,309.723475
skincare,SKU1971,28.19405096,41,72,4264.539952,Female,77,13,89,2,Carrier B,13.07777655,Supplier 5,Chennai,31,697,18,26.53243312,Pending,1.211340114,Road,Route A,499.3907778
cosmetics,SKU1972,87.33497156,32,171,926.8022445,Female,72,2,24,7,Carrier A,0.135471507,Supplier 2,Chennai,10,482,16,47.90305889,Pass,2.628218556,Rail,Route A,493.6003444
skincare,SKU1973,66.32597358,62,437,4888.802509,Non-binary,4,22,38,13,Carrier B,6.119419303,Supplier 1,Delhi,15,635,7,36.83553833,Pending,4.824794964,Sea,Route A,487.558348
haircare,SKU1974,61.15701666,85,263,8671.00293,Non-binary,30,15,24,4,Carrier C,10.45189673,Supplier 5,Chennai,12,472,12,16.09506568,Fail,2.624322456,Rail,Route A,280.4430481
haircare,SKU1975,88.15032817,24,42,5686.293957,Female,0,8,36,4,Carrier B,5.036988069,Supplier 4,Bangalore,10,652,12,61.52879329,Pending,2.369121452,Rail,Route C,282.4724994
cosmetics,SKU1976,91.38961431,113,561,6645.453201,Unknown,89,25,69,1,Carrier B,6.873651039,Supplier 1,Bangalore,2,895,5,33.76104605,Fail,4.635884232,Road,Route B,451.4649877
haircare,SKU1977,44.02849022,66,106,3520.93698,Male,57,21,49,4,Carrier B,5.346033738,Supplier 3,Mumbai,28,1013,20,37.54539217,Pass,2.322718657,Rail,Route A,827.3609577
haircare,SKU1978,41.89312885,67,361,4726.355416,Non-binary,51,19,25,2,Carrier B,7.088098251,Supplier 2,Delhi,3,1072,20,70.75899222,Pass,3.88117778,Rail,Route A,407.6455082
haircare,SKU1979,48.98920349,41,114,3061.028744,Male,26,11,44,6,Carrier C,7.664799729,Supplier 5,Kolkata,2,780,22,9.398521205,Pass,2.578295367,Road,Route A,454.0351703
skincare,SKU1980,81.07126453,38,596,7263.437326,Female,16,20,57,3,Carrier C,12.49245385,Supplier 1,Mumbai,16,644,15,31.66419329,Pass,3.599454544,Rail,Route B,1201.793797
haircare,SKU1981,65.08938397,29,8,8704.295354,Male,46,20,89,7,Carrier C,5.141717521,Supplier 1,Kolkata,9,632,26,52.40503423,Pass,0.67716694,Air,Route B,151.4465385
skincare,SKU1982,14.03851531,76,651,4634.431678,Male,37,0,76,5,Carrier B,2.005363604,Supplier 5,Delhi,5,793,18,37.0459275,Pending,0.707842722,Road,Route B,534.1739593
skincare,SKU1983,109.5587889,27,555,5759.018517,Female,34,5,50,6,Carrier C,2.653499974,Supplier 3,Chennai,28,55,5,24.12974683,Pass,1.668011883,Rail,Route B,523.8871064
skincare,SKU1984,60.60610758,1,675,5433.601521,Female,36,7,78,1,Carrier B,0.487900087,Supplier 1,Mumbai,35,476,15,108.7933382,Pass,1.347020276,Rail,Route B,906.7160751
skincare,SKU1985,19.94144387,3,720,8142.356893,Unknown,13,12,30,3,Carrier C,5.810351135,Supplier 2,Mumbai,12,108,18,89.89667656,Fail,2.439487157,Rail,Route C,863.119896
skincare,SKU1986,78.92265578,42,205,10155.43468,Male,50,18,27,11,Carrier B,2.411486446,Supplier 3,Delhi,34,721,12,12.56773169,Pass,2.142499274,Air,Route B,642.1337022
skincare,SKU1987,77.3800452,90,719,3815.239268,Male,94,12,54,6,Carrier B,4.985744804,Supplier 1,Kolkata,35,964,7,41.07207793,Pass,3.708606451,Air,Route C,782.8579557
haircare,SKU1988,40.6263993,19,110,6316.103054,Non-binary,54,8,40,2,Carrier B,10.18480331,Supplier 5,Bangalore,31,1068,16,13.78208015,Fail,2.045767106,Rail,Route A,204.6769694
cosmetics,SKU1989,20.39943658,17,748,6877.952125,Non-binary,79,20,15,4,Carrier C,3.787085276,Supplier 1,Bangalore,11,174,8,85.20827143,Pass,3.317297833,Air,Route A,541.6106088
cosmetics,SKU1990,73.52217498,49,565,5655.26604,Unknown,45,6,25,7,Carrier A,2.479235459,Supplier 2,Delhi,10,689,25,38.69944639,Pass,0.297064339,Rail,Route A,50.21676973
skincare,SKU1991,9.802798136,33,239,7412.586502,Non-binary,49,8,74,0,Carrier C,1.896868208,Supplier 2,Kolkata,16,237,13,69.20143637,Fail,0.567464303,Rail,Route A,926.3205643
haircare,SKU1992,80.08023964,10,522,3487.135881,Non-binary,11,13,32,5,Carrier C,7.028693864,Supplier 2,Bangalore,21,964,12,60.51045334,Fail,1.300455345,Road,Route A,893.5190427
cosmetics,SKU1993,11.95811472,22,933,3666.932851,Unknown,45,6,137,4,Carrier B,8.106145229,Supplier 4,Kolkata,18,302,20,26.80438769,Fail,3.690112308,Road,Route B,437.933123
skincare,SKU1994,131.2980708,81,555,5145.949971,Male,58,6,45,4,Carrier A,3.27993622,Supplier 1,Chennai,20,1027,15,41.39416109,Pending,4.416385687,Road,Route B,488.3128693
skincare,SKU1995,50.85566593,27,821,7384.624706,Female,32,24,39,6,Carrier A,1.815178151,Supplier 3,Bangalore,18,543,1,81.86927861,Pending,3.471001736,Rail,Route A,1131.561401
haircare,SKU1996,69.55950294,23,739,5339.710371,Non-binary,38,21,99,2,Carrier B,6.855354917,Supplier 3,Bangalore,11,492,31,13.205142,Pending,0.595976553,Rail,Route C,341.9259117
haircare,SKU1997,20.47044692,48,318,6215.234296,Male,44,3,71,5,Carrier B,5.564724051,Supplier 4,Bangalore,9,482,7,80.08730683,Pass,2.337728472,Air,Route C,210.4044249
skincare,SKU1998,28.52980662,85,703,6935.567293,Non-binary,4,19,13,2,Carrier C,3.048840701,Supplier 5,Kolkata,29,1079,16,36.97741373,Pending,2.81376741,Road,Route A,33.20396775
skincare,SKU1999,2.656608311,88,974,3340.758521,Male,112,20,65,5,Carrier B,9.460386106,Supplier 2,Kolkata,8,34,16,48.52199301,Fail,2.042872148,Rail,Route A,344.4738502
skincare,SKU2000,35.06389581,58,555,6994.018931,Unknown,2,14,53,6,Carrier A,6.805090328,Supplier 4,Bangalore,21,867,11,41.40910404,Fail,1.340113118,Rail,Route A,413.9226184
haircare,SKU2001,58.68840355,49,270,5748.832983,Non-binary,37,11,50,10,Carrier C,7.784903972,Supplier 1,Bangalore,18,465,12,56.83872371,Pending,5.084946913,Road,Route C,503.3811967
haircare,SKU2002,65.91196828,48,298,5437.657853,Male,70,9,34,12,Carrier C,5.363405504,Supplier 3,Bangalore,21,598,13,38.73383623,Pass,1.14309028,Road,Route B,253.3829179
skincare,SKU2003,80.22396802,6,694,6599.741201,Unknown,61,9,75,3,Carrier A,0.62512948,Supplier 3,Chennai,20,591,16,36.12991486,Pass,2.309746832,Sea,Route B,186.7110447
haircare,SKU2004,108.8541007,48,543,11628.8243,Female,51,12,100,7,Carrier B,4.617329929,Supplier 3,Mumbai,5,487,20,49.98345051,Pending,2.388906396,Rail,Route B,1059.823243
cosmetics,SKU2005,83.96250992,72,31,1013.040266,Female,36,17,28,10,Carrier A,7.21959245,Supplier 2,Mumbai,24,803,15,72.68664173,Pending,0.618586192,Road,Route B,571.3756076
